timestamp,Compound_V_Vials_open,Compound_V_Vials_high,Compound_V_Vials_low,Compound_V_Vials_close,Compound_V_Vials_volume,Heisenberg_Crystals_open,Heisenberg_Crystals_high,Heisenberg_Crystals_low,Heisenberg_Crystals_close,Heisenberg_Crystals_volume,Infinity_Stones_open,Infinity_Stones_high,Infinity_Stones_low,Infinity_Stones_close,Infinity_Stones_volume,Pieces_Of_Eight_open,Pieces_Of_Eight_high,Pieces_Of_Eight_low,Pieces_Of_Eight_close,Pieces_Of_Eight_volume,Solaris_Stardust_open,Solaris_Stardust_high,Solaris_Stardust_low,Solaris_Stardust_close,Solaris_Stardust_volume,Valyrian_Steel_open,Valyrian_Steel_high,Valyrian_Steel_low,Valyrian_Steel_close,Valyrian_Steel_volume,Jack,Queen,Ace,King,Black_Joker,Red_Joker
1865,1000.5169,1003.7654,999.3156,1001.9252,2431,98.9732,99.0905,98.9278,99.0421,1492.2,101.2221,101.3841,98.8241,98.8692,11654.15,96.499,96.6685,96.0541,96.2284,1162,992.0018,994.5952,987.7038,989.0578,3390,1507.6394,1523.0233,1507.6394,1523.0233,800.8,0,0,0,0,0,0
1866,1001.9252,1005.1349,1001.861,1004.4053,8314,98.3996,99.3208,98.2984,98.3836,1150.8,98.8692,98.879,98.2895,98.4978,9347.98,96.2284,96.4039,95.9068,96.0763,1772,989.0578,991.1451,985.6933,987.5095,1243,1519.346,1532.7749,1519.346,1532.7749,795.06,0,0,0,0,0,0
1867,1004.4053,1004.9549,1003.3361,1004.9209,1131,98.5003,98.6704,97.3737,97.5376,763.6,98.4978,98.8015,98.3025,98.699,6518.92,96.0763,96.173,95.4732,95.6296,1378,987.5095,989.113,985.7481,985.8612,249391,1534.743,1542.2331,1530.9756,1541.764,795.29,0,0,0,0,0,0
1868,1004.9209,1008.0283,1004.6819,1006.7345,1114,97.516,98.5772,97.2744,98.3423,1301.3,98.699,100.4082,98.4737,100.175,6383.56,95.6296,95.6723,95.0731,95.1807,1465,985.8612,987.4982,982.5414,983.4104,4407,1544.07,1544.07,1524.7772,1524.7772,800.72,-1,0,0,0,-1,1
1869,1006.7345,1009.8193,1006.5186,1007.9983,6139,99.1996,99.2816,98.1844,99.2562,938.4,100.175,100.286,99.843,100.1643,7188.94,95.1807,95.247,94.9623,95.1459,1806,983.4104,985.9186,980.5554,981.0159,1017,1526.3693,1526.3693,1514.7189,1518.5894,798.69,0,0,1,0,0,0
1870,1007.9983,1009.2745,1006.5632,1006.822,9146,98.9018,99.2471,98.2748,98.4706,1339.2,100.1643,102.8368,100.0417,102.7424,6591.95,95.1459,95.2238,88.6518,94.7348,1481,981.0159,983.6602,977.1112,978.9199,3842,1516.7859,1516.7859,1500.6778,1500.6778,804.71,0,0,0,0,0,0
1871,1006.822,1008.5099,1006.6637,1007.2559,3605,97.894,98.5075,97.5242,97.6703,2093,102.7424,104.0499,102.7302,103.8725,12251.07,94.7348,94.8487,93.2246,93.3204,1753,978.9199,981.0916,976.2508,976.8975,6328,1497.8978,1499.8049,1477.0855,1477.0855,801.48,0,0,0,0,0,0
1872,1007.2559,1011.2648,1005.5468,1009.4725,8303,97.7477,97.9615,97.6713,97.804,2019.8,103.8725,103.8771,102.0758,102.1845,13849.82,93.3204,93.3659,93.038,93.1007,1778,976.8975,977.7437,974.5671,974.782,904,1476.9074,1476.9074,1461.0932,1462.038,803.06,1,0,0,0,0,0
1873,1009.4725,1013.793,1008.1273,1012.1975,5185,97.7692,97.8019,97.5945,97.7113,1811.4,102.1845,103.0799,102.0054,102.9096,8792.28,93.1007,93.2075,92.9134,93.0386,1434,974.782,975.0933,971.2443,972.6008,5537,1460.8958,1460.8958,1445.9044,1449.4853,808.53,0,0,0,0,0,-1
1874,1012.1975,1016.1188,1010.3276,1014.5744,8686,98.1456,98.2106,97.56,98.1404,1888.3,102.9096,103.8534,102.6447,103.7238,12676.7,93.0386,93.4091,93.0102,93.2475,1845,972.6008,973.9947,967.4017,970.1831,9605,1449.9904,1464.7653,1449.9904,1464.7653,809.97,0,0,0,0,0,0
1875,1014.5744,1015.5109,1014.1611,1014.2447,3600,98.2935,98.706,98.0256,98.5939,1515,103.7238,103.8913,103.5809,103.8431,12470.25,93.2475,93.3305,92.9908,93.0886,1419,970.1831,971.5642,965.4046,968.1209,10848,1465.6681,1475.2008,1465.6681,1468.2629,810.64,0,0,-1,0,1,0
1876,1014.2447,1017.6556,1013.2568,1016.1318,5475,97.9863,98.622,97.8647,97.9883,1171.8,103.8431,103.9573,103.3657,103.4776,6290.93,93.0886,93.4014,93.0251,93.3407,1736,968.1209,968.8892,963.9721,965.8294,10283,1465.0084,1488.7225,1465.0084,1488.7225,805.57,0,0,0,0,0,0
1877,1016.1318,1017.9824,1014.4226,1015.9871,4309,97.5961,98.1391,97.2952,97.4654,1337.7,103.4776,103.6462,103.3535,103.3734,10136.6,93.3407,93.5201,86.9123,93.0245,1565,965.8294,968.428,962.5243,963.5391,452,1493.7771,1502.657,1493.7771,1497.0676,806.37,0,0,0,0,0,0
1878,1015.9871,1019.6488,1014.1494,1018.8697,5066,97.565,98.3572,97.3933,98.1744,1388.7,103.3734,103.4292,102.7649,102.8369,12676.55,93.0245,93.0306,91.8595,92.0088,1358,963.5391,963.8391,960.5016,961.5977,3390,1493.0129,1511.5763,1493.0129,1509.5854,788.54,0,0,0,0,0,0
1879,1018.8697,1019.4751,1015.6803,1015.9159,5541,98.1471,98.9568,98.0474,98.849,1192.7,102.8369,103.0106,102.3951,102.6292,5788.72,92.0088,95.3943,88.9779,92.3551,1631,961.5977,961.8793,957.9283,959.3804,1921,1514.0616,1523.5593,1514.0616,1523.5593,798.62,0,0,0,0,0,0
1880,1015.9159,1057.2911,1014.9729,1056.3822,9554,98.7228,98.7958,98.0935,98.1916,804.1,102.6292,102.6967,101.7972,101.8623,5783.35,92.3551,93.7039,92.3271,93.5399,1513,959.3804,961.759,955.5494,956.9957,9718,1526.3155,1526.3155,1517.9964,1518.1212,789.87,-1,0,1,0,1,0
1881,1056.3822,1064.1096,1056.1222,1063.0008,7210,98.3451,98.3722,97.5863,97.6503,396.1,101.8623,102.2282,101.4621,101.6689,10275.06,93.5399,94.1062,87.4408,93.9694,1220,956.9957,957.5607,954.6354,954.7954,7684,1521.6212,1531.432,1521.6212,1527.2019,795.42,0,0,0,0,0,1
1882,1063.0008,1069.9238,1062.3567,1069.7049,6178,97.5651,97.8802,97.5586,97.6534,762.6,101.6689,102.1409,101.5246,101.992,6393.37,93.9694,95.1491,93.9125,95.0596,1573,954.7954,955.9883,952.3259,952.6935,678,1527.2709,1542.322,1527.2709,1534.3245,800.7,0,0,0,0,0,0
1883,1069.7049,1077.4115,1068.0437,1077.3383,9438,98.161,98.3795,97.5517,98.2776,1865.6,101.992,102.1614,101.4754,101.5086,9526.34,95.0596,98.5032,92.0096,95.4442,1947,952.6935,953.9637,947.9575,950.5731,4294,1527.2162,1527.2162,1516.5425,1520.7354,795.87,0,0,0,0,0,0
1884,1077.3383,1086.0241,1076.7956,1084.5269,2519,98.9302,99.2889,97.99,98.9104,1518,101.5086,101.5901,99.2697,99.4285,8657.81,95.4442,96.6865,95.3577,96.618,1472,950.5731,953.0444,947.2045,948.5597,9379,1521.827,1524.6843,1507.2855,1509.2499,788.64,-1,0,0,0,0,0
1885,1084.5269,1085.2984,1077.6567,1078.8788,3665,98.5726,99.4853,98.5516,99.013,783.3,99.4285,99.7567,99.1714,99.3157,10861.52,96.618,97.0887,96.6176,96.9346,1632,948.5597,950.6303,944.2829,946.2992,3503,1505.57,1505.57,1467.9787,1467.9787,796.9,0,0,1,0,0,0
1886,1078.8788,1079.6416,1071.3385,1072.8003,7744,98.9581,99.2044,98.6869,99.0003,1136.4,99.3157,100.7285,99.2519,100.4418,6225.36,96.9346,97.3028,96.7467,97.2933,1032,946.2992,948.2778,942.2364,944.3388,1356,1467.0838,1467.0838,1444.4079,1444.4079,811.73,0,0,0,0,-1,-1
1887,1072.8003,1074.6724,1066.585,1067.013,9602,99.177,99.2505,98.8646,99.1215,1475.8,100.4418,100.7514,99.8644,100.6307,12149.17,97.2933,97.8108,97.2567,97.6752,1646,944.3388,946.9194,939.9565,942.2917,1921,1447.5849,1454.9498,1446.2563,1454.2339,804.14,0,0,0,0,0,0
1888,1067.013,1068.8178,1058.0124,1058.1914,5458,98.9674,99.2776,98.8482,99.0926,969.2,100.6307,100.8272,98.9986,99.1183,9802.72,97.6752,97.7042,97.2996,97.3639,1621,942.2917,944.3891,939.8287,940.0942,1695,1459.0816,1475.7598,1459.0816,1472.0142,804.49,0,0,0,0,0,0
1889,1058.1914,1058.9007,1057.6676,1058.3179,8776,99.2864,99.3194,98.8444,99.0332,1301.6,99.1183,99.1205,98.7009,98.9135,7375.02,97.3639,97.4102,97.248,97.3063,1557,940.0942,941.9492,936.8041,938.1842,2712,1475.7982,1493.5005,1475.7982,1493.5005,807.3,0,0,0,0,0,0
1890,1058.3179,1062.5547,1058.1533,1061.8935,3823,99.0404,99.1108,98.679,98.9587,1512.3,98.9135,98.9576,96.8419,96.879,11643.75,97.3063,97.4507,90.8529,96.8988,1568,938.1842,938.6123,934.5805,936.0302,5198,1493.2872,1498.1684,1492.2958,1495.8855,799.12,0,0,-1,0,0,0
1891,1061.8935,1063.4643,1055.5036,1056.045,4443,99.0391,99.0401,98.534,98.8565,481.2,96.879,97.1362,95.8598,95.9418,10876.41,96.8988,96.9585,95.873,95.8775,1630,936.0302,937.7591,932.3668,934.1365,3729,1492.0109,1500.3069,1492.0109,1500.3069,803.11,0,0,0,0,1,0
1892,1056.045,1058.1535,1054.6313,1056.3521,3724,98.8584,99.2718,98.7171,99.0092,300,95.9418,98.1178,95.9216,97.8954,7862.19,95.8775,96.1571,95.7195,96.1084,1338,934.1365,934.567,929.9353,931.9006,3164,1502.9104,1519.2096,1502.9104,1519.2096,805.18,1,1,0,0,0,1
1893,1056.3521,1059.8292,1055.8094,1059.5796,7505,99.077,99.2433,98.7196,98.9058,1175.4,97.8954,98.6744,97.8433,98.6149,9694,96.1084,96.2987,96.0517,96.2357,1854,931.9006,932.3034,924.4246,925.3185,7571,1520.2254,1522.4285,1516.1844,1522.4285,805.79,0,0,0,0,0,0
1894,1059.5796,1060.9179,1059.2519,1059.8203,5947,98.9631,99.2232,98.7312,98.9038,988.1,98.6149,99.8857,98.3702,99.7056,9542.11,96.2357,96.2938,95.6882,95.7939,1123,925.3185,931.5416,922.7221,930.7152,5198,1525.7403,1532.0123,1525.081,1525.081,798.53,0,0,0,0,0,0
1895,1059.8203,1060.1857,1049.4566,1051.0322,3859,98.6646,99.0553,98.5871,98.8718,387.1,99.7056,99.7156,99.376,99.6572,7319.51,95.7939,95.8904,95.4323,95.6154,1271,930.7152,937.7244,929.0555,937.2248,638224,1528.6842,1528.7094,1525.1334,1527.3468,793.42,0,0,0,0,0,0
1896,1051.0322,1054.8566,1050.1895,1054.2548,3501,99.0344,99.2621,98.6851,98.8958,485.1,99.6572,100.0358,99.5263,99.5982,12448.08,95.6154,99.0998,92.4762,95.9519,1445,937.2248,939.3992,936.3788,939.3331,7119,1528.0776,1544.58,1528.0776,1537.1015,804.33,0,0,0,0,1,-1
1897,1054.2548,1055.2196,1053.2942,1054.6285,9811,98.9489,99.1501,98.7058,98.8598,1118.7,99.5982,99.673,99.4557,99.5321,12819.04,95.9519,97.8882,95.9445,97.8631,1707,939.3331,943.477,937.5047,941.5173,7458,1535.8571,1537.8936,1528.9381,1531.0862,800.4,-1,0,1,0,0,0
1898,1054.6285,1056.3296,1053.3414,1055.2177,7764,98.7118,98.8685,98.6067,98.7374,1229.8,99.5321,99.7423,98.9647,99.494,9977.13,97.8631,97.8934,97.5233,97.5885,1736,941.5173,945.4955,939.8304,943.8332,1921,1529.7126,1529.7126,1520.9298,1522.7867,800.15,0,0,0,0,0,0
1899,1055.2177,1059.8858,1054.8623,1058.6389,2588,98.6449,98.9047,98.5811,98.6373,667.3,99.494,99.6715,99.2241,99.44,8643.06,97.5885,97.825,97.5425,97.7156,1817,943.8332,946.6288,942.0677,946.1349,4520,1521.2497,1521.2497,1501.1789,1503.9778,804.4,0,0,0,0,0,0
1900,1058.6389,1063.7842,1056.761,1062.013,5428,98.5187,98.8462,98.3807,98.5639,764.8,99.44,99.63,99.2049,99.3932,10128.4,97.7156,98.0758,97.617,97.9908,1436,946.1349,949.6408,943.9211,948.3159,113,1502.0014,1502.0014,1482.3277,1482.3277,801.9,0,0,0,0,0,0
1901,1062.013,1065.7509,1061.1441,1065.4689,3403,98.3522,98.8339,98.2762,98.4675,1878.6,99.3932,99.5909,99.1484,99.3197,9804.44,97.9908,98.3423,97.8664,98.2812,1864,948.3159,952.4566,945.5259,950.3301,9718,1476.2023,1478.4901,1458.8218,1458.8218,797.71,0,0,0,0,0,0
1902,1065.4689,1066.4276,1063.8535,1065.4855,8662,98.8138,98.8998,98.4624,98.5786,2294.8,99.3197,99.4512,99.2471,99.272,11948.24,98.2812,98.8027,98.1448,98.667,1868,950.3301,953.5083,949.6959,952.6009,5763,1453.5895,1458.1575,1448.433,1458.1575,798.88,0,0,0,0,0,-1
1903,1065.4855,1068.9415,1064.8168,1068.6217,6800,98.3012,98.8008,98.301,98.6049,1647.1,99.272,99.3917,98.9928,99.1929,9723.18,98.667,98.7352,98.5653,98.6355,1368,952.6009,955.6254,950.7426,954.776,2260,1457.7798,1484.2068,1457.7798,1484.2068,803.32,0,0,0,0,0,0
1904,1068.6217,1070.4858,1058.9995,1059.9207,6537,98.8413,98.9743,98.266,98.7571,1854.1,99.1929,99.3371,98.8117,99.1614,12409.77,98.6355,101.762,95.1206,98.2348,1123,954.776,958.1075,952.7642,956.8874,10509,1482.4019,1497.5668,1482.0541,1497.5668,803.62,-1,0,-1,0,0,0
1905,1059.9207,1060.3124,1052.9813,1054.0488,4984,98.5216,99.1349,98.4283,98.8273,1802.4,99.1614,99.3957,99.0263,99.1614,98876.13,98.2348,98.3025,96.566,96.6344,1659,956.8874,961.7701,954.6535,958.9902,339,1504.5065,1508.1371,1501.544,1504.3245,792.87,0,0,0,0,-1,0
1906,1054.0488,1055.225,1044.4545,1045.0834,163,98.7092,99.0491,98.5808,98.8195,777.6,99.1614,99.3314,95.784,95.7963,11429.44,96.6344,96.8985,96.5169,96.7207,1181,958.9902,962.1252,957.9167,961.2593,7684,1510.2989,1535.6484,1510.2989,1533.749,800.62,0,0,0,0,0,0
1907,1045.0834,1046.2899,1039.2344,1039.3131,9623,98.8659,98.948,98.7699,98.9104,1229,95.7963,95.909,94.4257,94.6715,7356.42,96.7207,96.799,96.6428,96.6552,1442,961.2593,964.3541,959.6877,963.2316,3390,1532.1848,1536.6742,1531.118,1534.3673,802.15,0,0,0,0,0,0
1908,1039.3131,1040.3388,1039.0133,1039.4025,2601,98.9878,99.015,98.7038,98.8882,2042.4,94.6715,94.9218,92.5612,93.0053,6063.46,96.6552,96.8318,96.1419,96.3012,1309,963.2316,968.2832,962.5214,965.4368,2147,1538.0609,1543.4322,1525.8778,1525.8778,800.78,0,0,0,0,0,-1
1909,1039.4025,1039.9229,1014.9228,1015.2932,9076,98.9382,99.1033,98.7148,98.9539,1660.3,93.0053,95.3173,92.8979,95.1108,7914.42,96.3012,96.3563,96.1588,96.2876,1612,965.4368,969.7422,963.6613,967.4025,5198,1524.5224,1530.848,1523.3018,1523.9345,798.55,0,0,0,0,1,0
1910,1015.2932,1016.3002,1011.7988,1012.8481,2418,99.0005,99.1312,98.8178,99.0716,807.6,95.1108,97.9952,95.0819,97.4688,9058.75,96.2876,96.5587,90.1802,96.5419,1911,967.4025,971.1046,965.5574,969.6342,2260,1518.2592,1530.6658,1516.9804,1524.2587,801.52,0,0,1,0,0,0
1911,1012.8481,1014.681,1009.3164,1010.3541,1721,99.3264,99.5243,98.9088,99.2882,822.2,97.4688,98.549,97.4611,98.3347,6123.48,96.5419,97.0072,90.5107,96.8546,1567,969.6342,972.5615,967.8054,971.7948,7797,1524.2587,1534.9285,1513.5888,1521.2101,2880.7,1,0,0,0,0,0
1912,1010.3541,1011.8854,1007.1299,1008.2178,9287,99.3353,99.9029,99.0358,99.383,1040.3,98.3347,98.4998,96.1512,96.3216,11778.31,96.8546,98.247,96.7057,98.059,1876,971.7948,974.038,971.7336,973.8207,7119,1516.3507,1523.4257,1508.8159,1508.8159,932.3,0,0,0,0,0,0
1913,1008.2178,1014.9753,1007.4092,1013.6718,4026,99.2306,99.831,99.1659,99.4378,1948.7,96.3216,98.573,96.2575,98.1306,6041.03,98.059,104.5567,97.9114,98.3987,1533,973.8207,976.567,971.4582,975.9364,7797,1502.5987,1517.5182,1502.551,1511.4438,941.15,0,0,0,0,0,0
1914,1013.6718,1016.7202,1012.6499,1014.8428,2849,99.3235,99.7414,99.1162,99.4488,1829.6,98.1306,99.1178,97.6648,98.8927,13991.29,98.3987,99.635,98.3482,99.468,1728,975.9364,980.5497,974.1167,978.0806,4068,1508.1722,1538.0989,1508.1722,1538.0989,939.72,1,0,0,0,-1,0
1915,1014.8428,1018.482,1014.214,1016.8491,4318,99.1977,99.6726,99.1051,99.3986,894.9,98.8927,101.8023,98.8741,101.6155,5044.08,99.468,99.5409,93.0443,99.2286,1739,978.0806,981.4136,977.7327,980.0837,1808,1540.446,1540.8993,1520.3044,1521.5327,934.78,0,0,0,0,0,-1
1916,1016.8491,1017.2589,1015.6834,1016.1742,2191,99.4416,99.6296,99.2236,99.4756,1284.8,101.6155,102.1383,100.8885,100.9354,7260.73,99.2286,99.4156,98.0299,98.0351,1220,980.0837,982.3796,979.7443,982.2409,7797,1528.4255,1550.9439,1521.8165,1550.9439,934.85,0,0,1,0,0,0
1917,1016.1742,1017.0733,1015.4806,1017.0534,502,99.5454,99.6794,99.1891,99.524,1336,100.9354,102.929,100.7968,102.7383,13691.26,98.0351,98.0915,97.8563,98.0559,1687,982.2409,986.477,981.3195,984.4222,9040,1553.3145,1553.3145,1523.0813,1523.0813,943.24,0,0,0,0,0,0
1918,1017.0534,1020.7771,1015.7792,1019.0122,2756,99.5682,99.7259,99.2767,99.5584,1088.1,102.7383,102.9078,102.1805,102.8456,12929.79,98.0559,101.3642,94.9136,98.346,1832,984.4222,988.4764,981.5063,986.5112,791,1531.1026,1531.838,1510.1686,1510.1686,930.45,0,0,0,0,0,0
1919,1019.0122,1020.0813,1018.8251,1019.3484,9100,99.4194,99.6134,99.218,99.5116,1235.5,102.8456,103.0665,101.6901,101.8892,8223.78,98.346,104.9913,98.2726,98.8107,1621,986.5112,989.4123,984.6727,988.4879,678,1507.2734,1522.8885,1507.2734,1522.8885,932.09,0,0,0,0,0,0
1920,1019.3484,1019.5924,1017.0333,1018.622,7983,99.2282,99.5645,99.0043,99.3471,846.9,101.8892,102.232,98.4193,98.8488,12022.19,98.8107,100.0554,98.7813,99.9377,1320,988.4879,991.0832,987.6764,990.5427,7006,1514.4926,1518.1904,1482.065,1482.065,935.96,0,0,0,0,0,0
1921,1017.9331,1019.5765,1014.0698,1014.1668,4648,99.2046,99.4297,98.9362,99.1994,1188.5,98.8488,99.0027,98.5597,98.7391,8522.21,99.9377,99.972,99.4341,99.4663,1827,990.5427,992.9598,982.5004,984.7947,5198,1476.0517,1488.1089,1466.6588,1486.4042,932.8,1,0,0,0,0,0
1922,1014.1668,1014.3484,1007.9768,1009.1027,3253,99.3702,99.4478,99.0323,99.3583,1310,98.7391,102.5478,98.5328,102.4496,12458.11,99.4663,102.8086,96.4621,99.8082,1710,984.7947,987.2784,984.5781,985.0565,939030,1490.6451,1493.8642,1472.4246,1472.4246,933.34,0,0,0,0,1,-1
1923,1009.1027,1010.2586,1003.7742,1003.8639,8617,99.228,99.5254,99.0894,99.4347,1347.6,102.4496,102.5937,99.8281,100.2402,8920,99.8082,101.0549,99.7447,100.9157,1121,985.0565,988.1043,982.7345,987.4884,10622,1469.654,1486.7358,1463.5192,1478.4708,928.04,0,0,1,0,0,0
1924,1003.8639,1005.2432,998.4352,999.4602,5112,99.5928,99.8081,99.4047,99.7163,1269.1,100.2402,100.4433,99.5764,100.375,5672.34,100.9157,107.0373,100.6156,100.8157,1591,987.4884,992.2428,987.3875,989.5141,1469,1470.8051,1480.5436,1465.0808,1480.5436,940.55,0,0,0,0,0,0
1925,999.4602,1000.1671,992.9892,994.6913,3033,99.8011,100.0014,99.478,99.7554,1741.4,100.375,100.7717,97.1128,97.9859,13615.88,100.8157,103.9212,97.6013,100.76,1978,989.5141,994.5927,989.4118,991.9284,9040,1478.603,1478.603,1461.8396,1462.1393,944.7,0,0,0,0,0,0
1926,994.6913,995.9329,988.8485,989.5947,6390,99.6213,99.8292,99.4883,99.6428,1631.6,97.9859,99.1687,97.8162,98.7514,13060.71,100.76,100.7661,98.9738,99.154,1279,991.9284,994.7319,991.1696,994.2569,10396,1473.5819,1479.7767,1468.9274,1478.287,942.96,0,0,0,0,0,-1
1927,989.5947,990.1751,983.7492,984.8855,404,99.7752,99.7887,99.5847,99.7088,1537,98.7514,98.8686,97.2816,97.4571,10138.85,99.154,99.4512,98.9654,99.2796,1963,994.2569,997.248,993.1244,996.2749,5537,1471.7138,1479.3639,1450.0294,1450.0294,932.53,0,0,0,0,0,0
1928,984.8855,985.9519,981.8496,983.4404,5365,99.6752,99.882,99.5265,99.6958,2074,97.4571,98.04,95.9634,96.0697,5889.54,99.2796,99.3197,99.103,99.1567,1757,996.2749,1000.0129,995.1817,998.3689,8362,1446.3602,1456.4089,1436.2285,1443.1776,937.31,0,0,0,0,-1,0
1929,983.4404,984.6316,978.6882,979.3087,8501,99.5719,99.8879,99.4552,99.7428,1536.1,96.0697,96.3375,95.8294,95.9452,7509.9,99.1567,99.2244,97.4866,97.6785,1588,998.3689,1002.3171,996.9954,1000.4449,5198,1442.3024,1453.301,1438.2484,1438.2484,928.86,-1,0,1,0,0,0
1930,979.3087,982.8712,977.6784,981.5036,8437,99.9599,99.9624,99.4635,99.8281,1419.7,95.9452,96.8229,95.8567,96.2252,11081.6,97.6785,98.1674,97.6506,98.1076,1076,1000.4449,1003.2653,997.6315,1002.7353,452,1439.494,1445.9366,1434.7316,1445.5122,936.55,0,0,0,0,0,0
1931,981.5036,982.7379,978.5471,979.4758,2133,99.7345,100.1162,99.6025,99.842,1231.3,96.2252,97.4805,96.2035,97.4261,13349.41,98.1076,98.6594,98.0061,98.5587,1427,1002.7353,1006.7143,1000.1324,1005.1141,11300,1442.9604,1449.8496,1437.5232,1437.5232,936.76,0,0,0,0,0,0
1932,979.4758,980.5102,977.4236,977.947,1276,99.8765,100.0128,99.6229,99.7721,1210.6,97.4261,98.0168,97.3088,97.6374,9085.23,98.5587,98.9669,92.4166,98.833,1376,1005.1141,1009.554,1004.5841,1007.3841,3842,1441.8874,1480.6348,1441.8874,1464.6703,940.09,1,0,0,0,1,0
1933,977.947,978.7888,975.706,976.1699,171,99.5332,99.9102,99.4797,99.6397,1243.8,97.6374,98.072,97.5591,98.0167,8209.56,98.833,102.2816,95.6688,99.1054,1554,1007.3841,1012.297,1006.2982,1009.8237,11187,1459.9901,1465.5641,1451.4169,1456.5535,931.98,0,0,0,0,0,-1
1934,976.1699,977.3805,975.0667,976.4812,3737,99.5024,99.868,99.2966,99.5608,1670.2,98.0167,98.2345,97.7536,98.0167,11797.23,99.1054,100.2388,99.0576,100.1022,1764,1009.8237,1012.1077,1007.649,1012.0002,226,1455.6487,1459.9247,1427.9093,1427.9093,936.8,0,0,1,0,0,0
1935,976.4812,977.3182,975.8632,976.7461,2343,99.4828,99.8376,99.2668,99.5823,1337.9,98.0167,98.0181,96.641,96.6743,11488.15,100.1022,100.1256,99.8853,99.9901,1068,1012.0002,1015.7674,1009.1464,1014.1151,9605,1431.8085,1456.079,1431.8085,1436.3914,934.68,0,0,0,0,0,0
1936,976.7461,977.8593,975.4748,977.2835,6629,99.5649,99.7673,99.3495,99.5318,1432.8,96.6743,98.3012,96.6714,97.9385,10821.23,99.9901,100.2437,99.9779,100.195,1523,1014.1151,1018.2972,1011.4026,1016.5182,5989,1439.2834,1479.6657,1439.2834,1479.6657,944.48,0,0,0,0,0,0
1937,977.2835,978.509,976.6234,978.1806,7647,99.4609,99.5478,99.3126,99.4249,2342,97.9385,98.2496,97.9137,98.2282,8219.36,100.195,100.3803,100.0016,100.157,1569,1016.5182,1021.5119,1016.3136,1018.6755,1808,1476.53,1488.0014,1467.0507,1474.5736,938.88,0,0,0,0,0,0
1938,978.1806,978.7446,977.3601,978.1988,462,99.3541,99.7554,99.3402,99.5278,1410.4,98.2282,98.4436,96.9837,97.1982,8396.72,100.157,100.699,100.0979,100.5789,1649,1018.6755,1023.3392,1016.0324,1021.022,4633,1476.6856,1485.3959,1438.0638,1438.0638,943.04,0,0,0,0,0,0
1939,978.1988,982.244,977.6799,980.7947,5958,99.6213,99.8427,99.3083,99.5704,1068.7,97.1982,97.4446,94.2696,94.6719,5248.03,100.5789,101.0399,100.4498,100.8904,1965,1021.022,1024.0974,1018.09,1023.2176,7458,1445.3332,1468.9888,1445.3332,1468.9888,932.26,0,0,0,0,0,0
1940,980.7947,981.082,977.5582,978.1817,9499,99.3352,99.7601,99.3132,99.5817,1318.6,94.6719,95.3828,94.317,95.21,6632.75,100.8904,101.1959,100.8003,100.9963,1939,1023.2176,1028.3348,1022.0486,1025.578,1582,1470.8603,1470.8603,1437.6571,1440.1754,931.67,1,0,0,0,-1,1
1941,978.1817,981.7835,977.2023,980.1658,4141,99.8524,99.8764,99.393,99.7182,1282.7,95.21,97.2113,95.1689,97.1833,13626.51,100.9963,107.0607,100.729,100.8986,1722,1025.578,1030.2565,1022.7309,1027.8475,2825,1448.5633,1448.5633,1430.1914,1443.8845,939.27,0,0,1,0,0,0
1942,980.1658,981.2212,978.7212,979.5802,7159,99.9961,100.0465,99.4575,99.7108,1440.4,97.1833,98.3815,96.9572,98.1014,7918.35,100.8986,106.9093,100.4399,100.4882,1819,1027.8475,1031.8523,1025.9906,1029.9204,339,1440.2748,1465.3368,1440.2748,1465.3368,934.53,0,0,0,0,0,0
1943,979.5802,982.7649,979.0717,980.9706,7795,99.6553,99.9803,99.4701,99.5742,1275.6,98.1014,100.5699,97.9262,100.4833,5470.51,100.4882,100.6293,99.2273,99.2898,1950,1029.9204,1032.6162,1027.1684,1032.15,1243,1463.3859,1468.6956,1452.9719,1466.6895,943.19,0,0,0,0,0,0
1944,981.8107,985.8811,980.095,985.6099,5721,99.7653,99.7814,99.4128,99.4592,1439.5,100.4833,102.46,100.3733,102.4573,6404.41,99.2898,99.4694,99.1004,99.1621,1221,1032.15,1036.5544,1031.089,1034.5664,5989,1464.732,1486.761,1464.732,1486.1414,945.3,1,0,1,0,0,0
1945,985.6099,991.0756,985.174,989.6793,8019,99.4729,99.6735,99.1124,99.2996,1687,102.4573,103.5782,102.0362,103.4503,5020.56,99.1621,99.3208,99.007,99.3187,1259,1034.5664,1037.1146,1033.5652,1036.6824,6328,1471.3704,1471.3704,1439.0009,1439.0009,940.6,0,0,0,0,1,1
1946,989.6793,994.3836,987.8157,993.5336,476,99.2511,99.6059,98.8154,99.1637,1545,103.4503,103.4799,100.9276,101.2501,8607.58,99.3187,99.3796,98.9441,99.0619,1865,1036.6824,1039.0468,1035.9598,1038.7619,5311,1437.9157,1472.7553,1437.9157,1472.7553,936.92,0,0,0,0,0,0
1947,993.5336,998.4199,992.2601,997.6432,1772,99.4535,99.5402,98.9619,99.1537,1224.3,101.2501,104.699,101.1155,104.47,7667.01,99.0619,99.282,98.8685,99.0842,1688,1038.7619,1041.2431,1036.0629,1041.2416,565,1483.0843,1514.5558,1483.0843,1514.5558,939.82,0,0,0,0,0,0
